字母A
阿杜,#genre#
花开不败 - 我是歌手国家队五大神级现场，台下选手都听傻了，孙楠：我退赛！,https://cfss.cc/api/kg/673CD5F03DCEF31F7C0F1F6E952A1B8D.mp4
蔡徐坤、宝石Gem、范伟、葛优、龚琳娜、何冰、季冠霖、音乐先生兰天奇、李荣浩、毛不易、孟慧圆、Mr. Miss、孙楠、单依纯、吴春燕、徐怡恒、杨坤、闫永强、张远、TME live - TME live京东晚八点音乐会 - 全场回顾,https://cfss.cc/api/kg/F8FFC49EB492B5AEA590F88785A3C79F.mp4
賦筆君 - 爱都是开始的很美丽，结束的没道理，想想是很可惜,https://cfss.cc/api/kg/E636C9C6A115F3DC5252553F04AC92BB.mp4
兵临城下 - 《你的婚礼》遇上孙楠版《嘉宾》，爆哭,https://cfss.cc/api/kg/2B9EA2209FF77A83E32D848D8F301652.mp4
孙楠+韩红-美丽的神话,http://em.21dtv.com/songs/60029220.mkv
孙楠+韩红-美丽的神话,http://em.21dtv.com/songs/60029223.mkv
孙楠+王逸洁+朱婷婷-美丽的神话(最美和声)(现场版),http://em.21dtv.com/songs/60100838.mkv
孙楠+朱婷婷+王逸洁-美丽的神话(HD),http://em.21dtv.com/songs/10012774.mkv
孙楠-新的天地,http://em.21dtv.com/songs/60146195.mkv
孙楠-奉献美好,http://em.21dtv.com/songs/60138624.mkv
吴耀杰+孙楠-我可爱的爸爸,http://em.21dtv.com/songs/60138550.mkv
孙楠-对你说爱,http://em.21dtv.com/songs/60137501.mkv
孙楠-天香楼,http://em.21dtv.com/songs/60137500.mkv
孙楠-听妈妈讲那过去的故事+映山红,http://em.21dtv.com/songs/60094876.mkv
孙楠+王逸洁-莫斯科郊外的晚上^映山红,http://em.21dtv.com/songs/60102121.mkv
孙楠+孙艺恬-我爱你中国 鸿雁,http://em.21dtv.com/songs/60125384.mkv
孙楠-天天想你+今夜无人入眠,http://em.21dtv.com/songs/60086878.mkv
孙楠-天天想你^今夜无人入眠,http://em.21dtv.com/songs/60096242.mkv
孙楠+戴玉强-你快回来 今夜无人入眠,http://em.21dtv.com/songs/60110143.mkv
孙楠+九妹-至少还有你,http://em.21dtv.com/songs/60125383.mkv
孙楠-我听别人唱着天长地久,http://em.21dtv.com/songs/60090911.mkv
孙楠+李沅帮+丛浩楠-无情的情书,http://em.21dtv.com/songs/60102120.mkv
秦海璐+孙楠-死了都要爱,http://em.21dtv.com/songs/60126000.mkv
孙楠+王逸洁+朱婷婷-美丽的神话,http://em.21dtv.com/songs/60102122.mkv
孙楠+丛浩楠-花祭^冬雨,http://em.21dtv.com/songs/60102117.mkv
孙楠-给所有知道我名字的人,http://em.21dtv.com/songs/60115093.mkv
孙楠-在你眼里我看见了自己的寂寞,http://em.21dtv.com/songs/60057120.mkv
孙楠-我听别人唱天长地久(演唱会),http://em.21dtv.com/songs/60046278.mkv
孙楠-为什么我总是想起你,http://em.21dtv.com/songs/60104043.mkv
孙楠+张艳奕-我们爱一辈子好不好,http://em.21dtv.com/songs/60098235.mkv
孙楠+潘蔚-我们爱一辈子好不好,http://em.21dtv.com/songs/60080706.mkv
孙楠+丛浩楠-我很丑可是我很温柔(HD),http://em.21dtv.com/songs/10012770.mkv
孙楠+余超颖-让梦冬眠,http://em.21dtv.com/songs/60102119.mkv
孙楠+珂瑶-哭不出来,http://em.21dtv.com/songs/60125385.mkv
孙楠-这一次我绝不放手,http://em.21dtv.com/songs/60108426.mkv
孙楠-一生只等一个爱人,http://em.21dtv.com/songs/60053619.mkv
孙楠-一块红布^南泥湾,http://em.21dtv.com/songs/60108421.mkv
孙楠-我永远是你的孩子,http://em.21dtv.com/songs/60090914.mkv
孙楠+孙殿福+孙艺哲-我爱你中国+鸿雁,http://em.21dtv.com/songs/60094056.mkv
孙楠-说与不说你都不懂,http://em.21dtv.com/songs/60090922.mkv
孙楠+王逸洁-莫斯科郊外的晚上(HD),http://em.21dtv.com/songs/10012775.mkv
刘欢+孙楠+袁娅维+吉克隽逸-国际歌,http://em.21dtv.com/songs/60119304.mkv
孙楠-爱情不能三心二意,http://em.21dtv.com/songs/60090919.mkv
孙楠-爱你的心无法自拔,http://em.21dtv.com/songs/60090918.mkv
孙楠-早知道早该忘记,http://em.21dtv.com/songs/60057322.mkv
孙楠-只要有你一起唱,http://em.21dtv.com/songs/60058549.mkv
孙楠+谭维维-只要和你走下去,http://em.21dtv.com/songs/60116703.mkv
孙楠-拯救,http://em.21dtv.com/songs/60119418.mkv
孙楠-原谅,http://em.21dtv.com/songs/60119417.mkv
戴玉强+孙楠-相会在北京时间,http://em.21dtv.com/songs/60091239.mkv
孙楠+戴玉强-相会在北京时间,http://em.21dtv.com/songs/60090907.mkv
孙楠-我怎么能忘记你,http://em.21dtv.com/songs/60090912.mkv
孙楠-我想大声告诉你,http://em.21dtv.com/songs/60113403.mkv
孙楠-我是一只小小鸟,http://em.21dtv.com/songs/60116700.mkv
孙楠-我们都是伤心人,http://em.21dtv.com/songs/60045872.mkv
孙楠-我的心不够肯定,http://em.21dtv.com/songs/60090915.mkv
孙楠-我爱的她不爱我,http://em.21dtv.com/songs/60044569.mkv
余翠芝+孙楠+容祖儿+王力宏-天下相亲与相爱,http://em.21dtv.com/songs/60106606.mkv
孙楠-绒花+那些花儿,http://em.21dtv.com/songs/60086785.mkv
孙楠-陪你一生够不够,http://em.21dtv.com/songs/60128965.mkv
孙楠+丛浩楠-宽容,http://em.21dtv.com/songs/60125382.mkv
孙楠+丛浩楠-迟到,http://em.21dtv.com/songs/60102118.mkv

孙茜茹,#genre#
马良/孙茜茹 Ⅰ 往后余生,https://vd3.bdstatic.com/mda-jatub6sb1pzwxfnb/hd/mda-jatub6sb1pzwxfnb.mp4?pd=19&vt=1#https://vd3.bdstatic.com/mda-jatub6sb1pzwxfnb/hd/mda-jatub6sb1pzwxfnb.mp4?pd=19&vt=1
瑶瑶音乐汇 - 马良、孙茜茹一首《往后余生》，沙哑烟嗓里都是故事，引人共鸣,https://cfss.cc/api/kg/6824DAEA3AC5ACAAB4FE5C6B3BB6A601.mp4
文轩音乐 - 马良孙茜茹《往后余生》，往后的余生，一切都是你！,https://cfss.cc/api/kg/F33DA72AD57AAC08D1A26E36AE3A6DC2.mp4
荔枝甜如蜜 - 马良、孙茜茹合唱的《往后余生》,https://cfss.cc/api/kg/CFD4C03E8F197746A2554A96D3CA93C4.mp4
好听音乐 - 马良、孙茜茹一首伤感情歌《往后余生》独特的嗓音，唱得太醉心了,https://cfss.cc/api/kg/3D5223F12EEF12369E3556EC997C0688.mp4
豆豆爱听音乐 - 最新网络歌曲2019 往后余生 马良 孙茜茹 伤感流行歌曲,https://cfss.cc/api/kg/EFAF9734E72F87A5411C90B0056DE8EB.mp4
鞠文娴 - 动人的《孙茜茹&马良-往后余生》难掩真情，要有观众肯定掌声如潮,https://cfss.cc/api/kg/D296BA0C9A91948B2DE4E812EB25846A.mp4
风中劲草 - 孙茜茹&马良-往后余生(KTV版),https://cfss.cc/api/kg/5920BA3EF04A5E67369C82816A0A4FA0.mp4
幺妹讲故事 - 现场原唱《往后余生》孙茜茹实力派歌手,https://cfss.cc/api/kg/BBC94C6827AFB8305E8642AC3DACD59F.mp4
明心歌者 - 重温经典《孙茜茹&马良-往后余生》宛转悠扬，献给大家,https://cfss.cc/api/kg/20FB802656F78E8664078023638938DB.mp4
音乐魔法 - 马良_孙茜茹对唱版《往后余生》，一样唱的真心好听,https://cfss.cc/api/kg/729E0B40D8C8232A1DECAF44BE5C2591.mp4

孙燕姿,#genre#
孤单的彩虹 - 那些传唱度过亿的经典神曲，含泪重温巅峰的华语乐坛！,https://cfss.cc/api/kg/B0694D1BB5A4832A6F3451CB535DE402.mp4
孙燕姿 - 开始懂了,https://cfss.cc/api/kg/DA2F48678AD815A9161ADB96201C4DB7.mp4
孙燕姿 - 逆光,https://cfss.cc/api/kg/844F9479A0B048D3FAF639F633274692.mp4
孙燕姿 - 我怀念的,https://cfss.cc/api/kg/E138B25EEF9B783BA3FDB8360F39854B.mp4
孙燕姿 - 天黑黑,https://cfss.cc/api/kg/2ABC1169A09EE5CA6EF40C514CA564CA.mp4
孙燕姿 - 遇见 - 《向左走，向右走》电影主题曲,https://cfss.cc/api/kg/691B1CCD5F522FDBF7C132B252D0BDA7.mp4
孙燕姿 - 开始懂了 - 2005飞跃红磡演唱会 全场回顾,https://cfss.cc/api/kg/D4255F9F1D00DFFB0A61E1130FED5DF9.mp4
孙燕姿 - 第一天,https://cfss.cc/api/kg/ED7AAA52DF85A12720BF18DB54FA65EB.mp4
孙燕姿 - 绿光,https://cfss.cc/api/kg/D582A51DF9EB88C39995DD3D9F612996.mp4

孙艺琪,#genre#
酒醉的蝴蝶—崔立伟孙艺琪,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjvvL9QUo3cjNuQY.mp4
孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
孙艺琪-最远的你是我最近的爱,http://em.21dtv.com/songs/60131336.mkv
孙艺琪-最远的你是我最近的爱,http://em.21dtv.com/songs/60128968.mkv
孙艺琪-会哭的人不一定流泪,http://em.21dtv.com/songs/60131329.mkv
孙艺琪-通讯录里的路人甲,http://em.21dtv.com/songs/60128969.mkv
孙艺琪-最爱的人最陌生,http://em.21dtv.com/songs/60131335.mkv
孙艺琪-雪花盛开的时候,http://em.21dtv.com/songs/60131339.mkv
孙艺琪-变心的人不要留,http://em.21dtv.com/songs/60131330.mkv
孙艺琪-爱情不相信眼泪,http://em.21dtv.com/songs/60131338.mkv

孙悦,#genre#
如火-孙悦,http://em.21dtv.com/songs/60118494.mkv
春节-孙悦,http://em.21dtv.com/songs/60118505.mkv
孙悦、李贞贤 - 独一无二 - 现场,https://cfss.cc/api/kg/9D10ED54A0235586BA0FB582C37FA6CC.mp4
孙悦 - 祝你平安 - KTV版,https://cfss.cc/api/kg/B44B1561650E9C4491F145A7A4ECF140.mp4
孙悦 - 大家一起来,https://cfss.cc/api/kg/278D0D20C7A06C1DE42A7FDA6648ED6E.mp4
孙悦 - 哭泣的百合花,https://cfss.cc/api/kg/7E76EA3E5EABFDD3B450817392942687.mp4
孙悦 - 魅力无限,https://cfss.cc/api/kg/F4572932361B1A75591140DEEE1BDFA8.mp4
孙悦 - 欢乐中国年 - KTV版,https://cfss.cc/api/kg/5413C152A2975D42816C2A04B4CC0085.mp4
音乐大喇叭 - 当年李贞贤和孙悦合唱现场，这气势对比，我就不发表评论了,https://cfss.cc/api/kg/17FBDE67A7DB083C1829EDED326F648F.mp4
林依轮、孙悦、尹相杰、白雪、佟铁鑫、王霞、光头李进、梦幻想 - 不见不散 - 2003央视春节联欢晚会,https://cfss.cc/api/kg/47B0FB987E33AAA5F99BAD3691E696B8.mp4
林依轮、孙悦、尹相杰、白雪、佟铁鑫、王霞、光头李进、梦幻想 - 不见不散 - 2003央视春节联欢晚会,https://cfss.cc/api/kg/47B0FB987E33AAA5F99BAD3691E696B8.mp4
林依轮、孙悦、尹相杰、白雪、佟铁鑫、王霞、光头李进、梦幻想 - 不见不散 - 2003央视春节联欢晚会,https://cfss.cc/api/kg/47B0FB987E33AAA5F99BAD3691E696B8.mp4
做梦 - 1996年春晚现场《心情不错》（孙悦、黄格选）,https://cfss.cc/api/kg/9C2CE2AB977E3428768A1E953C6719E9.mp4
孙悦+郭东林-有家就有立事的根儿,http://em.21dtv.com/songs/60089236.mkv
孙悦-你是一个不懂爱的人,http://em.21dtv.com/songs/60032221.mkv
孙悦+林依轮-牵你的手牵我的心(演唱会),http://em.21dtv.com/songs/60034213.mkv
孙悦-在那不远的地方,http://em.21dtv.com/songs/60079480.mkv
孙悦-我的祝福记得吗,http://em.21dtv.com/songs/60045360.mkv
迪克牛仔+孙悦-明月千里寄相思(演唱会),http://em.21dtv.com/songs/60030247.mkv
孙悦+陶大伟-假如我是大明星(无原唱),http://em.21dtv.com/songs/60023116.mkv
孙悦-走一走看一看,http://em.21dtv.com/songs/60059969.mkv
孙悦-只要还有回忆,http://em.21dtv.com/songs/60090895.mkv
孙悦+青春美少女-自傲的建设者,http://em.21dtv.com/songs/60090894.mkv
孙悦-异乡人的周末,http://em.21dtv.com/songs/60089790.mkv
孙悦-因为我是女人,http://em.21dtv.com/songs/60090897.mkv

苏勒亚其其格,#genre#
主要是看气质-苏勒亚其其格,http://em.21dtv.com/songs/60117156.mkv
陈雅森+苏勒亚其其格+李佳丹+赵伟-最美士兵,http://em.21dtv.com/songs/60144149.mkv
苏勒亚其其格-勒勒车上唱情歌,http://em.21dtv.com/songs/60138001.mkv
苏勒亚其其格-有你才是最美的天堂,http://em.21dtv.com/songs/60079286.mkv
苏勒亚其其格-二妹妹如今变了模样(演唱会),http://em.21dtv.com/songs/60016363.mkv
苏勒亚其其格-吉祥草原草原吉祥,http://em.21dtv.com/songs/60108830.mkv
苏勒亚其其格-二妹妹如今变了样,http://em.21dtv.com/songs/60088525.mkv
苏勒亚其其格+魏君华-习大大爱着彭麻,http://em.21dtv.com/songs/60107153.mkv
苏勒亚其其格-五星红旗飘起来,http://em.21dtv.com/songs/60078476.mkv
苏勒亚其其格-你是草原我是花,http://em.21dtv.com/songs/60085524.mkv
陈雅森+苏勒亚其其格-命中注定遇见你,http://em.21dtv.com/songs/60134427.mkv
苏勒亚其其格-快乐在你我身边,http://em.21dtv.com/songs/60076291.mkv
苏勒亚其其格-歌在飞（替换）,http://em.21dtv.com/songs/60134157.mkv
苏勒亚其其格-痴痴的把你等待,http://em.21dtv.com/songs/60086492.mkv
苏勒亚其其格-主要是看气质,http://em.21dtv.com/songs/60117156.mkv

字母T
TWINS,#genre#
TWINS-恋爱大过天(演唱会),http://em.21dtv.com/songs/60026998.mkv
易超、唐艺、刘瑞琦、Twins、王力军、中国最强音 - 野百合也有春天 - 现场版,https://cfss.cc/api/kg/F88530CF4E6EE5D53EC0E42BDCD6DFE5.mp4
Twins、古巨基 - 死性不改 - 2010人人弹起演唱会,https://cfss.cc/api/kg/5EB518E4B209479A2ECBF36861F45BB6.mp4
TWINS-恋爱大过天,http://em.21dtv.com/songs/60026998.mkv
小右+Hoodtwins-与MASK的飞行日记,http://em.21dtv.com/songs/60143344.mkv
TWINS-欢乐年年+财神到+恭喜恭喜+新春颂献+迎春花,http://em.21dtv.com/songs/60092218.mkv
TWINS-仲有最靓既猪腩肉＋旧欢如梦+热咖啡,http://em.21dtv.com/songs/60092204.mkv
Twins-就说我们都是华丽的单身族,http://em.21dtv.com/songs/60127687.mkv
TWINS-风筝与风 下一站天后 女校男生(演唱会),http://em.21dtv.com/songs/60017471.mkv
TWINS-二人世界杯+爱情当入樽(演唱会),http://em.21dtv.com/songs/60064161.mkv
TWINS-仲有最靓既猪腩肉(演唱会),http://em.21dtv.com/songs/60059080.mkv
TWINS-月亮光光天涯孤客,http://em.21dtv.com/songs/60092216.mkv
TWINS+AT17-博览道fans杀人事件(演唱会),http://em.21dtv.com/songs/60010931.mkv
TWINS-踬踬步哈姆太郎,http://em.21dtv.com/songs/60058853.mkv
TWINS-这个夏天有异性,http://em.21dtv.com/songs/60057797.mkv
TWINS-饮歌 恋爱大过天(演唱会),http://em.21dtv.com/songs/60054360.mkv
TWINS-踏踏步 哈姆太郎,http://em.21dtv.com/songs/60041205.mkv
TWINS+AT17-土多啤梨苹果橙(演唱会),http://em.21dtv.com/songs/60042954.mkv
BOYZ+TWINS-四喜临门喜迎春,http://em.21dtv.com/songs/60040705.mkv
TWINS+AT17-十个救火的少年(演唱会),http://em.21dtv.com/songs/60038959.mkv
TWINS-士多啤梨苹果橙,http://em.21dtv.com/songs/60039208.mkv
TWINS-士多啤梨苹果橙(演唱会),http://em.21dtv.com/songs/60039207.mkv
TWINS+AT17-士多啤梨苹果橙(演唱会),http://em.21dtv.com/songs/60039206.mkv
TWINS-莫斯科没有眼泪,http://em.21dtv.com/songs/60030435.mkv
TWINS-明爱暗恋补习社,http://em.21dtv.com/songs/60030090.mkv
TWINS-明爱暗恋补习社(演唱会),http://em.21dtv.com/songs/60030089.mkv
TWINS+AT17-明爱暗恋补习社(演唱会),http://em.21dtv.com/songs/60030088.mkv
TWINS-离开校园的路上,http://em.21dtv.com/songs/60090447.mkv
TWINS-can you tell me what this is,http://em.21dtv.com/songs/60000801.mkv
TWINS-八十块环游世界,http://em.21dtv.com/songs/60009489.mkv
TWINS-百分之二百咒语(演唱会),http://em.21dtv.com/songs/60009774.mkv
TWINS-子子宝668,http://em.21dtv.com/songs/60059617.mkv
TWINS-星星月亮太阳,http://em.21dtv.com/songs/60051124.mkv

檀健次,#genre#
毛晓彤、檀健次 - 孤独颂歌 - 2022中央广播电视总台中秋晚会,https://cfss.cc/api/kg/6093C4CB8F9BE0FDBBD634851C9A46DE.mp4
摩登兄弟刘宇宁、檀健次 - 剑魂 - 2022你好星期六现场,https://cfss.cc/api/kg/D2BF7B290D124F07919B429A9A16F78F.mp4
檀健次、JA符龙飞、明道、印小天、苏醒、汪东城、追光吧！哥哥 - 无名之辈 - 追光吧!哥哥 第8期,https://cfss.cc/api/kg/D54D9DA4ADDED03F1C3E76890A54B865.mp4
檀健次、魏晨 - 少年游 - 2022你好星期六现场,https://cfss.cc/api/kg/DEA4052AB73F8431C525F6B598F985F3.mp4
摩登兄弟刘宇宁、檀健次 - 剑魂 - 2022你好星期六现场,https://cfss.cc/api/kg/D2BF7B290D124F07919B429A9A16F78F.mp4
檀健次 - IMMA GET IT - 练习室版,https://cfss.cc/api/kg/2787AD95E0C11023631D076E5A733911.mp4
毛晓彤、檀健次 - 孤独颂歌 - 2022中央广播电视总台中秋晚会,https://cfss.cc/api/kg/6093C4CB8F9BE0FDBBD634851C9A46DE.mp4
檀健次、王鹤棣、秦霄贤、黄明昊(Justin)、蔡文静、布瑞吉Bridge - 不完美小孩 - 2023你好星期六现场,https://cfss.cc/api/kg/9E04721811B5128412AE532C3B6B92DA.mp4
檀健次、赵小棠 - 孤独颂歌 - 2022你好星期六现场,https://cfss.cc/api/kg/B1FFF71BE83EFFEE61EA5249A1569150.mp4
檀健次 - IMMA GET IT - 2022-2023湖南卫视跨年晚会现场,https://cfss.cc/api/kg/C823863D9CDE684EE143FE7F952E1050.mp4
檀健次、迪迦奥特曼、王大姐来了 - 奇迹再现 - 2023 一千零一夜老铁联欢晚会现场,https://cfss.cc/api/kg/4B99F79CA1D56C04047993CF43703DDB.mp4
檀健次 - 猴笼(OT-DANCE MONKEY),https://cfss.cc/api/kg/EFEEB12E5DBB388ECD16B2272B5BA0F7.mp4
檀健次、JA符龙飞、明道、印小天、苏醒、汪东城、追光吧！哥哥 - 无名之辈 - 追光吧!哥哥 第8期,https://cfss.cc/api/kg/D54D9DA4ADDED03F1C3E76890A54B865.mp4
檀健次、魏晨 - 少年游 - 2022你好星期六现场,https://cfss.cc/api/kg/DEA4052AB73F8431C525F6B598F985F3.mp4
檀健次 - IMMA GET IT - 2023你好星期六现场,https://cfss.cc/api/kg/E246882C30293D2B811D29BF3A8BCA57.mp4
檀健次、苏青 - 一生有意义 - 浙江卫视“领跑2019”爱你依旧演唱会,https://cfss.cc/api/kg/5C5E8877384384342A920EE59BF24265.mp4
景甜、檀健次 - Mojito,https://cfss.cc/api/kg/81324F0B6958406108BAEBA283F37033.mp4
檀健次、JA符龙飞、明道、印小天、苏醒、汪东城、追光吧！哥哥 - 无名之辈 - 追光吧!哥哥 第8期,https://cfss.cc/api/kg/D54D9DA4ADDED03F1C3E76890A54B865.mp4
檀健次-Fly Away,http://em.21dtv.com/songs/60107853.mkv

邰正宵,#genre#
邰正宵-亲爱的小孩,http://em.21dtv.com/songs/60097616.mkv
孙悦、邰正宵 - 好人好梦,https://cfss.cc/api/kg/8A2778C5C5B00BCA7B850EF4DD82675D.mp4
孙悦、邰正宵 - 好人好梦 (KTV版),https://cfss.cc/api/kg/DEF9D6CFA018D2EA8A5CF00B42FEC324.mp4
邰正宵 - 一千零一夜,https://cfss.cc/api/kg/579B5E8B765261D59E2A900157BCFF87.mp4
邰正宵 - 心要让你听见,https://cfss.cc/api/kg/6B6BF68311263CA5726FCE3B18021517.mp4
邰正宵 - 九百九十九朵玫瑰,https://cfss.cc/api/kg/34136E9C1C102CAC60DFB74518DB81B7.mp4
邰正宵 - 千纸鹤,https://cfss.cc/api/kg/DF6C258BC81C958F0AD78897754DC521.mp4
邰正宵 - 找一个字代替,https://cfss.cc/api/kg/3FED16616181C5C281C28145301DE52B.mp4
邰正宵 - 情人之间的情人 - KTV版,https://cfss.cc/api/kg/BC08EE5D96B89FD161FDF84C970016DD.mp4
邰正宵 - 心要让你听见 - 2003爱情蒲公英演唱会现场,https://cfss.cc/api/kg/3F17C208C9E18F51203881C9988EF691.mp4
孙悦、邰正宵 - 好人好梦,https://cfss.cc/api/kg/8A2778C5C5B00BCA7B850EF4DD82675D.mp4
邰正宵 - 找一个字代替 - 隐藏的歌手第二季第三期现场,https://cfss.cc/api/kg/BDCFAADF5ED5EA1BAE972FDCFF88D6C7.mp4
邰正宵 - 九百九十九朵玫瑰 - 隐藏的歌手第二季第三期现场,https://cfss.cc/api/kg/D003950ED9715B01112A6D1383C96E97.mp4
邰正宵 - 999朵玫瑰,https://cfss.cc/api/kg/5BAA01457B91EECB4F39595A7A33B36E.mp4
邰正宵、隐藏的歌手 - 一千零一夜 - 隐藏的歌手第二季第三期现场,https://cfss.cc/api/kg/163FDD0BF821AAC853B95231E757C259.mp4
邰正宵 - 千纸鹤 - 隐藏的歌手第二季第三期现场,https://cfss.cc/api/kg/A657FEFCDC619EF4756C88D2B97B162B.mp4
邰正宵 - 想你想得好孤寂,https://cfss.cc/api/kg/9AE9E79EC56C197A7331913BCDE9487B.mp4
邰正宵 - 千纸鹤 - 《贵客临门》电视剧主题曲,https://cfss.cc/api/kg/C5B11401C35F71F3E55772DA048B4FBE.mp4
王杰、邰正宵、姚可杰、张雨生 - 永远不回头,https://cfss.cc/api/kg/811DE4A5A3EA318C001A3723F5AE09CF.mp4
邰正宵 - 爱的传说 - KTV版,https://cfss.cc/api/kg/80D3D8FF42E6CAABA0C260D94F0ADFE9.mp4
孙悦、邰正宵 - 好人好梦 (KTV版),https://cfss.cc/api/kg/DEF9D6CFA018D2EA8A5CF00B42FEC324.mp4
单身贵族 - 【歌声传奇】120810 致敬邰正宵 邰正宵献声周慧敏 揭秘女神多年情事,https://cfss.cc/api/kg/2BAB1EF604B82297CEA0A5800B9804A8.mp4
邰正宵、林隆璇、姚可杰 - 笑着哭了,https://cfss.cc/api/kg/AE47B108527E44A42EDE8EC95ACBEE68.mp4
邰正宵-亲爱的小孩,http://em.21dtv.com/songs/60097616.mkv
邰正宵-没有你的我,http://em.21dtv.com/songs/60138104.mkv
邰正宵+台湾爽乐团-一起筑梦,http://em.21dtv.com/songs/60136916.mkv
邰正宵-没有你的我,http://em.21dtv.com/songs/60136915.mkv
邰正宵-一起筑梦,http://em.21dtv.com/songs/60136914.mkv
邰正宵-一个人的我依然会微笑,http://em.21dtv.com/songs/60117273.mkv
邰正宵-放我的真心在你的手心,http://em.21dtv.com/songs/60097970.mkv
邰正宵-最爱你哭泣时候的眼睛,http://em.21dtv.com/songs/60060093.mkv
邰正宵-我相信他是真的爱你(演唱会),http://em.21dtv.com/songs/60046370.mkv
邰正宵-为了爱时间可以倒流,http://em.21dtv.com/songs/60043908.mkv
邰正宵-忘记那天需要多少年(无原唱),http://em.21dtv.com/songs/60043535.mkv
邰正宵-这世界已正在倒数,http://em.21dtv.com/songs/60057840.mkv
邰正宵-我爱你胜过这世界,http://em.21dtv.com/songs/60044647.mkv
李昱和+邰正宵-时间让爱更有味道,http://em.21dtv.com/songs/60135366.mkv
邰正宵+李昱和-时间让爱更有味道,http://em.21dtv.com/songs/60134290.mkv
邰正宵-如果你没有爱上他,http://em.21dtv.com/songs/60036864.mkv
邰正宵-九百九十九朵玫瑰,http://em.21dtv.com/songs/60128455.mkv
邰正宵-九百九十九朵玫瑰,http://em.21dtv.com/songs/60024299.mkv
邰正宵-九百九十九朵玫瑰(演唱会),http://em.21dtv.com/songs/60024298.mkv
邰正宵-爱上我或是离开我,http://em.21dtv.com/songs/60090252.mkv
邰正宵-怎样才会喜欢我,http://em.21dtv.com/songs/60057400.mkv
邰正宵-想你想得好孤寂,http://em.21dtv.com/songs/60049152.mkv
邰正宵-想你想得好孤寂(演唱会),http://em.21dtv.com/songs/60049151.mkv
邰正宵-请你不要笑我傻,http://em.21dtv.com/songs/60035548.mkv
邰正宵-漂洋过海来看你,http://em.21dtv.com/songs/60107265.mkv
邰正宵-漂洋过海来看你,http://em.21dtv.com/songs/60097893.mkv
邰正宵-飘洋过海来看你,http://em.21dtv.com/songs/60096510.mkv
邰正宵-明天的香格里拉,http://em.21dtv.com/songs/60076726.mkv
邰正宵-串串相思串串心,http://em.21dtv.com/songs/60013168.mkv
邰正宵-找一个字代替,http://em.21dtv.com/songs/60128457.mkv
邰正宵-找一个字代替,http://em.21dtv.com/songs/60057714.mkv
邰正宵-心要让你听见,http://em.21dtv.com/songs/60050659.mkv
邰正宵-心要让你听见(演唱会),http://em.21dtv.com/songs/60050658.mkv

谭维维,#genre#
有故事的人-谭维维,http://em.21dtv.com/songs/60118061.mkv
王力宏、谭维维 - 缘分一道桥 - 2018环球跨年盛典晚会,https://cfss.cc/api/kg/E3DCD918B2DC8EA8A24B8118506D4481.mp4
墨水心 - 【1080p】谭维维 - 乌兰巴托的夜 (我是歌手第三季,无杂音 优化版),https://cfss.cc/api/kg/8C3C5617C2558791CA99DD0D4129BEA4.mp4
王力宏、谭维维 - 缘分一道桥 - 《长城》电影片尾曲,https://cfss.cc/api/kg/44C96B12591A3A987A6EE7BF334B4815.mp4
谭维维、中国之星 - 给你一点颜色 - 中国之星 第3期,https://cfss.cc/api/kg/393D03230234CAD75971CE7C3547EF90.mp4
王力宏、谭维维 - 缘分一道桥 - “用奋斗点亮幸福”抖音2020江苏卫视跨年演唱会,https://cfss.cc/api/kg/A789360241AAA5A9B7A6D1EECC7DCEB0.mp4
谭维维、蒙面歌王 - 一生所爱 - 蒙面歌王 第6期,https://cfss.cc/api/kg/4AE2C3E53DA22E25CB8D3E2144BD5B39.mp4
谭维维、扎西平措、中国新歌声 - 窗 - 中国新歌声第二季 第十二期,https://cfss.cc/api/kg/70E02D2BBCEFC53A6EC5E56776B2803E.mp4
谭维维 - 百鸟归巢 - 2023年中央广播电视总台春节联欢晚会现场,https://cfss.cc/api/kg/A477BAF88D51D612F1BF349EE573D544.mp4
谭维维、梦想的声音 - 晚婚 - 梦想的声音第三季 第11期,https://cfss.cc/api/kg/AA6E46E468A132BA1113CB74B379EAC2.mp4
谭维维、朱婧汐JING、刘恋、张钰琪、刘人语 - 繁花有因,https://cfss.cc/api/kg/722F1F27EE7C5755D94F03918A47A2F6.mp4
